"author_id","cohort","gender","discipline","pubyear","Jr_Quantile","n_ctr","n_aff","n_colla_ctr","n_colla_aff","sequence_nr","Original_Tweets","Original_Tweeters","len_tweet","len_tweeter","with_tw","self_pro_old","self_tw_time","self_text","others_first","searched","academic_age","most_ctr","colla_ctr_Y","colla_aff_Y","n_pub_3y","n_pub_1st","n_pub_2nd","n_pub_3rd","n_pub_pro_1st","n_pub_pro_2nd","n_pub_pro_3rd","seq_nr_grp_1","min_tw_time","first_firstauthor","PUBLICATIONYEAR","PUBLICATIONMONTH","PUBLICATIONDAY","pub_order","pub_before","tw_others_num","tw_only_self","tw_only_others","discipline_new_author","author_cnt","coauthor_pro_count","coauthor_pro","with_coauthor","SocialOutlet_count","Edu_count","SocialOutlet_pro","Edu_pro","soc_or_edu_pro","max_coa_fncr_5y","max_coa_age","uniqle_dis","discipline_new_pub","self_pro","chinese_name","firstauthor_top_100","coauthor_top_100"
747,2015,"male","Medical and Health Sciences",2015,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","2014-12-02",1,2015,12,1,1,0,1,0,1,"Basic medical research",5,0,0,1,1,0,1,0,1,1.69108635,17,NA,"Basic medical research",0,0,0,0
748,2014,"male","Medical and Health Sciences",2014,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2014,10,1,1,0,0,0,0,"Clinical medicine",7,0,0,1,0,0,0,0,0,0.98032557,19,1,"Clinical medicine",0,NA,0,0
749,2012,"female","Natural Sciences",2012,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2012,3,27,1,0,0,0,0,"Materials engineering",5,0,0,1,0,0,0,0,0,3.1168988,17,NA,"Materials engineering",0,NA,1,0
750,2014,"male","Medical and Health Sciences",2014,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"bra","N","N",1,1,0,0,0,0,0,"first","2022-04-04",1,2014,NA,NA,1,0,1,0,1,"Clinical medicine",4,1,1,1,0,0,0,0,0,1.3738652,13,NA,"Clinical medicine",0,0,0,0
751,2014,"male","Medical and Health Sciences",2014,"Q2",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,1,"bra","N","N",3,3,0,0,0,0,0,"first","2014-02-12",1,2014,NA,NA,3,2,1,0,1,"Clinical medicine",5,0,0,1,0,0,0,0,0,0.9658806,16,1,"Clinical medicine",0,0,0,0
752,2013,"male","Medical and Health Sciences",2013,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2013,10,NA,1,0,1,0,1,"Biological sciences",5,0,0,1,0,0,0,0,0,0.7154641,14,NA,"Biological sciences",0,0,0,0
753,2013,"female","Medical and Health Sciences",2014,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,2,"usa","N","N",5,1,2,2,0,0,0,"first","2018-12-16",1,2014,NA,NA,3,2,1,0,1,"Clinical medicine",10,0,0,1,0,1,0,1,1,1.65676345,19,NA,"Clinical medicine",0,0,0,0
754,2013,"male","Medical and Health Sciences",2013,"Q3",1,1,1,2,1,2,2,2,2,1,0,"","",1,1,1,"usa","N","Y",3,1,0,2,0,0,0,"first","2014-09-11",1,2013,NA,NA,1,0,2,0,1,"Clinical medicine",4,0,0,1,0,0,0,0,0,2.57206109,18,1,"Basic medical research",0,0,0,0
755,2014,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,1,1,"esp","N","N",3,1,2,0,0,0,0,"first","2014-08-16",1,2014,8,12,1,0,2,0,1,"Biological sciences",6,0,0,1,2,0,1,0,1,0.29078344,19,NA,"Biological sciences",0,0,0,0
756,2012,"male","Natural Sciences",2012,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2012,NA,NA,1,0,0,0,0,"Earth and related environmental sciences",3,0,0,1,0,0,0,0,0,0.19173944,15,NA,"Earth and related environmental sciences",0,NA,0,0
757,2015,"male","Medical and Health Sciences",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"ind","N","N",1,1,0,0,0,0,0,"first","",1,2015,5,1,1,0,0,0,0,"Basic medical research",5,0,0,1,0,0,0,0,0,0.62225634,20,NA,"Basic medical research",0,NA,0,0
758,2015,"male","Social Sciences",2015,"Q2",1,3,1,3,1,NA,NA,0,0,0,0,"","",0,0,1,"bra","N","Y",8,8,0,0,0,0,0,"first","",1,2015,NA,NA,1,0,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.4241133,8,NA,"Clinical medicine",0,NA,0,0
759,2012,"male","Natural Sciences",2012,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",2,2,0,0,0,0,0,"first","",1,2012,3,NA,1,0,0,0,0,"Agricultural Sciences",6,0,0,1,0,0,0,0,0,0.5570627,1,NA,"Agricultural Sciences",0,NA,0,0
760,2012,"female","Natural Sciences",2012,"Q1",1,2,1,2,1,0,0,0,0,0,0,"","",0,1,1,"can","N","Y",3,1,0,2,0,0,0,"first","",1,2012,2,NA,1,0,0,0,0,"Biological sciences",4,0,0,1,0,0,0,0,0,0.8974355,16,1,"Biological sciences",0,NA,1,1
761,2014,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"mex","N","N",5,3,1,1,0,0,0,"first","",1,2014,5,3,1,0,0,0,0,"Chemical sciences",7,0,0,1,0,0,0,0,0,0.837732,15,NA,"Chemical sciences",0,NA,0,0
762,2012,"female","Medical and Health Sciences",2012,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,1,"isl","N","N",5,3,2,0,0,0,0,"first","2016-05-16",1,2012,2,NA,1,0,1,0,1,"Health sciences",5,0,0,1,0,0,0,0,0,1.8628356,16,NA,"Health sciences",0,0,0,0
763,2012,"male","Natural Sciences",2012,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"mex","N","N",1,1,0,0,0,0,0,"first","",1,2012,3,NA,1,0,0,0,0,"Basic medical research",3,0,0,1,0,0,0,0,0,2.29801,14,NA,"Basic medical research",0,NA,0,0
764,2013,"male","Engineering and Technology",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",1,1,0,0,0,0,0,"first","",1,2013,8,NA,1,0,0,0,0,"Other engineering and technologies",3,0,0,1,0,0,0,0,0,0,17,1,"Other engineering and technologies",0,NA,1,0
765,2013,"male","Medical and Health Sciences",2013,"Q3",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","Y",2,1,0,1,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Health sciences",5,0,0,1,0,0,0,0,0,0.7749696,18,NA,"Health sciences",0,NA,0,0
766,2012,"male","Social Sciences",2012,"Q1",1,1,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"prt","N","Y",3,1,1,1,0,0,0,"first","",1,2012,10,NA,1,0,0,0,0,"Economics",4,0,0,1,0,0,0,0,0,0.52045975,5,NA,"Economics",0,NA,0,0
767,2014,"female","Medical and Health Sciences",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"aus","N","N",1,1,0,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,26.8327485,4,1,"Clinical medicine",0,NA,0,0
768,2016,"female","Natural Sciences",2016,"Q1",1,2,1,2,1,6,6,6,6,1,0,"","",1,1,1,"aus","N","Y",5,2,0,3,0,0,0,"first","2016-09-27",1,2016,9,27,1,0,6,0,1,"Biological sciences",10,0,0,1,1,0,1,0,1,1.6468056,21,1,"Biological sciences",0,0,0,0
769,2016,"female","Natural Sciences",2016,"Q1",1,1,1,1,1,4,4,4,4,1,0,"","",1,0,1,"chn","N","N",2,2,0,0,0,0,0,"first","2016-05-22",1,2016,10,1,2,1,4,0,1,"Basic medical research",7,0,0,1,2,0,1,0,1,0.45074382,16,NA,"Basic medical research",0,0,0,0
770,2013,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"hkg","N","N",4,1,1,2,0,0,0,"first","",1,2015,3,17,3,2,0,0,0,"Earth and related environmental sciences",4,0,0,1,0,0,0,0,0,1.565763,19,NA,"Earth and related environmental sciences",0,NA,0,0
771,2015,"female","Natural Sciences",2015,"Q3",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"bra","N","N",1,1,0,0,0,0,0,"first","",1,2015,NA,NA,1,0,0,0,0,"Mathematics",3,0,0,1,0,0,0,0,0,0.29863703,5,NA,"Mathematics",0,NA,0,0
772,2012,"male","Medical and Health Sciences",2012,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"jpn","N","N",2,1,0,1,0,0,0,"first","2012-07-09",1,2012,10,22,1,0,1,0,1,"Physical sciences and astronomy",3,0,0,1,0,0,0,0,0,0.4448673,17,1,"Physical sciences and astronomy",0,0,1,0
773,2014,"male","Medical and Health Sciences",2014,"Q3",1,1,2,2,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","Y","Y",1,1,0,0,0,0,0,"first","",1,2014,9,1,1,0,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.3458918,19,NA,"Clinical medicine",0,NA,0,0
774,2012,"male","Natural Sciences",2014,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"chn","N","N",3,1,1,1,1,0,0,"first","",1,2014,NA,NA,3,2,0,0,0,"Physical sciences and astronomy",5,0,0,1,0,0,0,0,0,0.138086833,18,NA,"Physical sciences and astronomy",0,NA,0,0
775,2016,"male","Engineering and Technology",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",2,1,1,0,0,0,0,"first","",1,2016,5,5,1,0,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",6,0,0,1,0,0,0,0,0,0.9052564,19,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
776,2016,"female","Medical and Health Sciences",2016,"Q1",1,1,1,1,1,12,8,12,12,1,0,"","",1,1,1,"gbr","N","N",3,1,0,2,0,0,0,"first","2016-01-03",1,2016,6,1,1,0,12,0,1,"Health sciences",4,0,0,1,1,0,1,0,1,1.94902,21,NA,"Health sciences",0,0,0,0
777,2013,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"can","N","N",4,1,3,0,0,0,0,"first","",1,2014,11,1,2,1,0,0,0,"Biological sciences",2,0,0,1,0,0,0,0,0,1.0617039,19,1,"Basic medical research",0,NA,1,0
778,2016,"male","Medical and Health Sciences",2016,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"ind","N","N",1,1,0,0,0,0,0,"first","",1,2016,2,12,1,0,0,0,0,"Basic medical research",7,0,0,1,0,0,0,0,0,1.8966166,21,1,"Basic medical research",0,NA,0,0
779,2016,"female","Medical and Health Sciences",2016,"Q2",1,1,1,1,1,2,2,2,2,1,0,"","",1,1,1,"usa","N","N",9,1,2,6,0,0,0,"first","2016-07-25",1,2016,8,1,1,0,2,0,1,"Clinical medicine",2,0,0,1,1,0,1,0,1,1.4967579,21,1,"Clinical medicine",0,0,1,0
780,2014,"female","Engineering and Technology",2014,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"isr","N","N",3,2,0,1,0,0,0,"first","2020-01-08",1,2014,1,22,1,0,1,0,1,"Materials engineering",4,0,0,1,1,0,1,0,1,1.1419133,12,NA,"Materials engineering",0,0,0,0
781,2012,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"chn","N","N",4,2,0,2,0,0,0,"first","",1,2014,3,NA,3,2,0,0,0,"Chemical sciences",4,0,0,1,0,0,0,0,0,0.68542395,19,NA,"Chemical sciences",0,NA,0,0
782,2014,"female","Engineering and Technology",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"kor","N","N",5,1,2,2,0,0,0,"first","",1,2015,4,1,2,1,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",2,0,0,1,0,0,0,0,0,0,2,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
783,2013,"male","Medical and Health Sciences",2013,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,1,1,"nld","N","N",3,1,0,2,0,0,0,"first","2013-09-23",1,2013,4,NA,1,0,2,0,1,"Clinical medicine",5,0,0,1,1,0,1,0,1,1.5914513,18,NA,"Clinical medicine",0,0,0,0
784,2012,"female","Natural Sciences",2013,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,2,"usa","N","N",4,2,2,0,0,0,0,"first","2013-08-21",1,2013,8,13,4,3,2,0,1,"Agricultural Sciences",3,0,0,1,0,0,0,0,0,0.8306117,18,NA,"Agricultural Sciences",0,0,1,1
785,2013,"male","Natural Sciences",2013,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2013,12,28,1,0,0,0,0,"Chemical sciences",7,0,0,1,0,0,0,0,0,0.43671867,18,NA,"Chemical sciences",0,NA,0,0
786,2014,"male","Engineering and Technology",2014,"Others",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Other engineering and technologies",6,0,0,1,0,0,0,0,0,0.12175044,1,1,"Other engineering and technologies",0,NA,0,0
787,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"deu","N","N",1,1,0,0,0,0,0,"first","",1,2012,11,NA,1,0,0,0,0,"Earth and related environmental sciences",3,0,0,1,0,0,0,0,0,0,1,NA,"Earth and related environmental sciences",0,NA,1,0
788,2013,"male","Natural Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"deu","N","N",6,2,1,3,0,0,0,"first","",1,2013,3,5,1,0,0,0,0,"Chemical sciences",5,0,0,1,0,0,0,0,0,2.2538166,18,NA,"Chemical sciences",0,NA,0,0
789,2014,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","N",4,1,1,2,0,0,0,"first","",1,2014,1,10,1,0,0,0,0,"Biological sciences",7,0,0,1,0,0,0,0,0,1.3599626,13,1,"Biological sciences",0,NA,0,0
790,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"ita","N","N",1,1,0,0,0,0,0,"first","",1,2012,1,NA,1,0,0,0,0,"Computer and information sciences",2,0,0,1,0,0,0,0,0,10.9701025,11,1,"Computer and information sciences",0,NA,0,0
791,2014,"male","Medical and Health Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2014,11,5,1,0,0,0,0,"Basic medical research",4,0,0,1,0,0,0,0,0,1.7042669,10,NA,"Basic medical research",0,NA,1,0
792,2012,"male","Natural Sciences",2012,"Q3",1,2,1,2,1,3,3,3,3,1,0,"","",1,1,1,"chn","N","Y",1,1,0,0,0,0,0,"first","2012-04-10",1,2012,5,NA,1,0,3,0,1,"Physical sciences and astronomy",2,0,0,1,0,0,0,0,0,0,1,1,"Physical sciences and astronomy",0,1,0,0
793,2012,"male","Humanities",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"gbr","N","N",2,1,1,0,0,0,0,"first","",1,2012,4,NA,1,0,0,0,0,"Economics",1,0,0,0,0,0,0,0,0,0,1,1,"Economics",0,NA,0,0
794,2013,"male","Medical and Health Sciences",2013,"Q1",1,2,1,2,1,0,0,0,0,0,0,"","",0,0,1,"usa","N","Y",9,4,4,1,0,0,0,"first","",1,2013,10,NA,3,2,0,0,0,"Clinical medicine",6,0,0,1,0,0,0,0,0,2.201573,18,1,"Clinical medicine",0,NA,0,1
795,2014,"female","Natural Sciences",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"ind","N","N",4,4,0,0,0,0,0,"first","",1,2014,5,15,2,1,0,0,0,"Materials engineering",3,0,0,1,0,0,0,0,0,0.758438375,14,NA,"Materials engineering",0,NA,0,0
796,2013,"male","Natural Sciences",2014,"Q3",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,0,2,"tur","N","Y",5,1,1,3,0,0,0,"first","",1,2014,NA,NA,2,1,0,0,0,"Clinical medicine",8,0,0,1,0,0,0,0,0,0.6952439,16,NA,"Clinical medicine",0,NA,0,0
797,2016,"male","Medical and Health Sciences",2016,"Q3",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"tur","N","N",4,1,3,0,0,0,0,"first","",1,2016,7,1,1,0,0,0,0,"Basic medical research",6,0,0,1,0,0,0,0,0,0.473419375,20,1,"Basic medical research",0,NA,0,0
798,2013,"female","Social Sciences",2013,"Q2",1,2,1,2,1,0,0,0,0,0,0,"","",0,0,1,"aus","N","Y",3,2,0,1,0,0,0,"first","",1,2013,NA,NA,2,1,0,0,0,"Psychology",2,0,0,1,0,0,0,0,0,3.1215484,12,NA,"Psychology",0,NA,0,0
799,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",10,3,5,2,0,0,0,"first","",1,2012,5,NA,1,0,0,0,0,"Mathematics",3,0,0,1,0,0,0,0,0,0.2935629,9,NA,"Mathematics",0,NA,0,0
800,2013,"female","Natural Sciences",2015,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,3,"kor","N","N",5,1,1,3,0,0,0,"first","2015-10-16",1,2015,NA,NA,5,4,1,0,1,"Basic medical research",9,0,0,1,0,0,0,0,0,1.547647,20,NA,"Basic medical research",0,0,0,0
801,2013,"male","Natural Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",5,1,3,1,0,0,0,"first","",1,2013,9,21,1,0,0,0,0,"Physical sciences and astronomy",7,0,0,1,0,0,0,0,0,0.66754043,18,1,"Physical sciences and astronomy",0,NA,0,0
802,2015,"male","Natural Sciences",2015,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"usa","N","N",4,1,0,3,0,0,0,"first","2015-08-07",1,2015,8,1,1,0,1,0,1,"Earth and related environmental sciences",4,0,0,1,0,0,0,0,0,1.2666502,20,NA,"Earth and related environmental sciences",0,0,0,0
803,2013,"male","Natural Sciences",2013,"Q1",1,2,1,2,1,0,0,0,0,0,0,"","",0,1,1,"twn","N","Y",1,1,0,0,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Basic medical research",5,0,0,1,0,0,0,0,0,0.28713474,10,NA,"Basic medical research",0,NA,0,0
804,2014,"female","Natural Sciences",2014,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"","N","N",1,1,0,0,0,0,0,"first","2013-12-18",1,2014,1,14,1,0,1,0,1,"Physical sciences and astronomy",2,0,0,1,1,0,1,0,1,0.76140344,19,1,"Physical sciences and astronomy",0,0,0,0
805,2012,"male","Natural Sciences",2013,"Q1",1,1,1,1,1,12,8,13,13,1,0,"","",1,0,2,"usa","N","N",6,1,2,3,0,0,0,"first","2013-07-30",1,2013,11,NA,3,2,12,0,1,"Earth and related environmental sciences",4,0,0,1,0,0,0,0,0,2.3695667,18,NA,"Earth and related environmental sciences",0,0,0,0
806,2012,"female","Medical and Health Sciences",2012,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"irn","N","N",4,1,2,1,0,0,0,"first","2012-09-01",1,2012,4,NA,1,0,1,0,1,"Health sciences",3,0,0,1,0,0,0,0,0,0.5631155,11,NA,"Health sciences",0,0,0,0
807,2013,"male","Natural Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",2,1,0,1,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Chemical engineering",2,0,0,1,0,0,0,0,0,0.09369478,14,NA,"Chemical engineering",0,NA,0,0
808,2012,"male","Natural Sciences",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",7,1,4,2,0,0,0,"first","",1,2012,8,NA,1,0,0,0,0,"Computer and information sciences",2,0,0,1,0,0,0,0,0,1.5190043,12,NA,"Computer and information sciences",0,NA,0,0
809,2014,"female","Medical and Health Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"bra","N","N",2,1,1,0,0,0,0,"first","",1,2014,3,NA,1,0,0,0,0,"Clinical medicine",7,0,0,1,0,0,0,0,0,0.9824792,18,1,"Clinical medicine",0,NA,0,0
810,2013,"female","Natural Sciences",2013,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,1,"chn","N","N",2,2,0,0,0,0,0,"first","",1,2013,8,NA,2,1,0,0,0,"Basic medical research",5,0,0,1,0,0,0,0,0,1.8321933,13,NA,"Basic medical research",0,NA,0,0
811,2012,"male","Agricultural Sciences",2012,"Q1",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","Y",2,1,0,1,0,0,0,"first","",1,2012,9,1,1,0,0,0,0,"Agricultural Sciences",7,0,0,1,0,0,0,0,0,2.6410065,17,NA,"Agricultural Sciences",0,NA,0,0
812,2015,"male","Humanities",2015,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"tur","N","N",1,1,0,0,0,0,0,"first","",1,2015,NA,NA,1,0,0,0,0,"Humanities",1,0,0,0,0,0,0,0,0,0,1,NA,"Humanities",0,NA,0,0
813,2014,"female","Natural Sciences",2016,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,3,"fra","N","N",5,1,2,2,0,0,0,"first","",1,2016,6,6,5,4,0,0,0,"Mathematics",2,0,0,1,0,0,0,0,0,0,3,NA,"Mathematics",0,NA,0,0
814,2012,"male","Medical and Health Sciences",2013,"Q2",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,2,"usa","N","N",4,3,1,0,0,0,0,"first","2013-03-08",1,2013,6,NA,4,3,1,0,1,"Biological sciences",7,0,0,1,0,0,0,0,0,1.3941434,18,NA,"Biological sciences",0,0,0,0
815,2012,"male","Natural Sciences",2013,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"chn","N","N",3,1,2,0,0,0,0,"first","",1,2013,5,1,2,1,0,0,0,"Chemical sciences",6,0,0,1,0,0,0,0,0,0.62478435,18,NA,"Chemical sciences",0,NA,0,0
816,2014,"male","Natural Sciences",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",2,1,1,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Other engineering and technologies",5,0,0,1,0,0,0,0,0,2.7901726,19,NA,"Other engineering and technologies",0,NA,1,0
817,2016,"female","Medical and Health Sciences",2016,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"kor","N","N",2,1,0,1,0,0,0,"first","",1,2016,NA,NA,1,0,0,0,0,"Health sciences",2,0,0,1,0,0,0,0,0,0.41137818,14,1,"Health sciences",0,NA,0,0
818,2016,"male","Engineering and Technology",2016,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"chn","N","N",3,1,2,0,0,0,0,"first","2015-04-27",1,2016,3,1,1,0,1,0,1,"Electrical engineering, electronic engineering,  information engineering ",4,0,0,1,0,0,0,0,0,1.70326235,16,NA,"Electrical engineering, electronic engineering,  information engineering ",0,0,1,0
819,2012,"female","Medical and Health Sciences",2012,"Q4",1,1,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"irn","N","Y",4,2,1,1,0,0,0,"first","",1,2012,NA,NA,2,1,0,0,0,"Basic medical research",5,0,0,1,0,0,0,0,0,0.43694755,10,1,"Basic medical research",0,NA,0,0
820,2016,"female","Natural Sciences",2016,"Others",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"can","N","N",1,1,0,0,0,0,0,"first","",1,2016,NA,NA,1,0,0,0,0,"Earth and related environmental sciences",6,0,0,1,0,0,0,0,0,1.246709,10,1,"Earth and related environmental sciences",0,NA,0,0
821,2014,"male","Engineering and Technology",2014,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",1,1,0,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Physical sciences and astronomy",6,0,0,1,0,0,0,0,0,1.0469297,19,NA,"Physical sciences and astronomy",0,NA,0,0
822,2015,"male","Engineering and Technology",2015,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",4,1,1,2,0,0,0,"first","",1,2015,8,1,1,0,0,0,0,"Other engineering and technologies",2,0,0,1,0,0,0,0,0,0,1,NA,"Other engineering and technologies",0,NA,0,0
823,2014,"male","Medical and Health Sciences",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2014,11,28,1,0,0,0,0,"Clinical medicine",6,0,0,1,0,0,0,0,0,1.280557,11,1,"Clinical medicine",0,NA,0,0
824,2012,"female","Medical and Health Sciences",2012,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"ita","N","N",2,1,1,0,0,0,0,"first","",1,2012,8,NA,1,0,0,0,0,"Basic medical research",6,0,0,1,0,0,0,0,0,1.0052102,17,NA,"Basic medical research",0,NA,0,0
825,2014,"male","Medical and Health Sciences",2014,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"deu","N","N",5,2,1,2,0,0,0,"first","",1,2014,NA,NA,2,1,0,0,0,"Health sciences",3,0,0,1,0,0,0,0,0,0.5346562,9,NA,"Health sciences",0,NA,1,1
826,2014,"female","Agricultural Sciences",2014,"Q1",2,2,2,2,1,1,1,1,1,1,0,"","",1,1,1,"usa","Y","Y",2,2,0,0,0,0,0,"first","2014-03-03",1,2014,8,15,1,0,1,0,1,"Agricultural Sciences",3,0,0,1,1,0,1,0,1,1.6328315,19,NA,"Agricultural Sciences",0,0,0,0
827,2014,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,3,1,3,3,1,0,"","",1,1,1,"tur","N","N",3,1,1,1,0,0,0,"first","2013-12-12",1,2014,2,15,1,0,3,0,1,"Biological sciences",2,0,0,1,0,0,0,0,0,0,1,NA,"Biological sciences",0,0,0,0
828,2016,"male","Natural Sciences",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2016,12,1,1,0,0,0,0,"Computer and information sciences",2,0,0,1,0,0,0,0,0,1.0956125,21,1,"Computer and information sciences",0,NA,0,0
829,2013,"male","Engineering and Technology",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"tur","N","N",3,1,2,0,0,0,0,"first","",1,2013,2,NA,1,0,0,0,0,"Mechanical engineering",3,0,0,1,0,0,0,0,0,1.0253631,18,NA,"Mechanical engineering",0,NA,0,0
