"author_id","cohort","gender","discipline","pubyear","Jr_Quantile","n_ctr","n_aff","n_colla_ctr","n_colla_aff","sequence_nr","Original_Tweets","Original_Tweeters","len_tweet","len_tweeter","with_tw","self_pro_old","self_tw_time","self_text","others_first","searched","academic_age","most_ctr","colla_ctr_Y","colla_aff_Y","n_pub_3y","n_pub_1st","n_pub_2nd","n_pub_3rd","n_pub_pro_1st","n_pub_pro_2nd","n_pub_pro_3rd","seq_nr_grp_1","min_tw_time","first_firstauthor","PUBLICATIONYEAR","PUBLICATIONMONTH","PUBLICATIONDAY","pub_order","pub_before","tw_others_num","tw_only_self","tw_only_others","discipline_new_author","author_cnt","coauthor_pro_count","coauthor_pro","with_coauthor","SocialOutlet_count","Edu_count","SocialOutlet_pro","Edu_pro","soc_or_edu_pro","max_coa_fncr_5y","max_coa_age","uniqle_dis","discipline_new_pub","self_pro","chinese_name","firstauthor_top_100","coauthor_top_100"
85,2015,"male","Medical and Health Sciences",2015,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,1,"kor","N","N",3,2,0,1,0,0,0,"first","",1,2015,5,1,2,1,0,0,0,"Health sciences",2,0,0,1,0,0,0,0,0,0.74477506,10,NA,"Health sciences",0,NA,0,0
86,2013,"female","Medical and Health Sciences",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",2,1,0,1,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Clinical medicine",5,0,0,1,0,0,0,0,0,1.3948419,13,1,"Clinical medicine",0,NA,0,0
87,2016,"male","Natural Sciences",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"jpn","N","N",4,3,0,1,0,0,0,"first","",1,2016,4,1,1,0,0,0,0,"Physical sciences and astronomy",11,0,0,1,0,0,0,0,0,2.104549,21,NA,"Physical sciences and astronomy",0,NA,1,0
88,2015,"male","Social Sciences",2015,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"hkg","N","N",5,1,2,2,0,0,0,"first","",1,2015,NA,NA,1,0,0,0,0,"Educational sciences",2,0,0,1,0,0,0,0,0,0,1,NA,"Educational sciences",0,NA,0,0
89,2012,"female","Medical and Health Sciences",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"tun","N","N",2,1,1,0,0,0,0,"first","",1,2012,5,NA,1,0,0,0,0,"Clinical medicine",6,0,0,1,0,0,0,0,0,0.8355098,15,NA,"Clinical medicine",0,NA,0,0
90,2016,"male","Medical and Health Sciences",2016,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"fra","N","N",2,1,0,1,0,0,0,"first","",1,2016,5,1,1,0,0,0,0,"Health sciences",1,0,0,0,0,0,0,0,0,0,1,1,"Health sciences",0,NA,0,0
91,2012,"male","Medical and Health Sciences",2012,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","N","N",1,1,0,0,0,0,0,"first","",1,2012,12,NA,1,0,0,0,0,"Clinical medicine",6,0,0,1,0,0,0,0,0,0.76295335,17,1,"Clinical medicine",0,NA,0,0
92,2012,"male","Social Sciences",2012,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"irl","N","N",1,1,0,0,0,0,0,"first","",1,2012,4,NA,1,0,0,0,0,"Computer and information sciences",2,0,0,1,0,0,0,0,0,0.15272777,14,1,"Computer and information sciences",0,NA,0,0
93,2015,"male","Medical and Health Sciences",2015,"Q2",1,1,1,1,1,3,3,3,3,1,0,"","",1,1,1,"nld","N","N",1,1,0,0,0,0,0,"first","2015-02-03",1,2015,1,15,1,0,3,0,1,"Basic medical research",5,0,0,1,0,0,0,0,0,2.36738715,20,1,"Basic medical research",0,0,0,0
94,2016,"male","Natural Sciences",2016,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2016,3,24,1,0,0,0,0,"Biological sciences",7,0,0,1,0,0,0,0,0,3.1004088,21,NA,"Biological sciences",0,NA,0,0
95,2014,"male","Medical and Health Sciences",2015,"Q2",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,2,"deu","N","N",5,2,3,0,0,0,0,"first","2014-08-07",1,2015,1,1,3,2,2,0,1,"Clinical medicine",4,0,0,1,2,0,1,0,1,1.3196809,15,1,"Clinical medicine",0,0,0,0
96,2013,"female","Medical and Health Sciences",2013,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"dnk","N","N",3,1,2,0,0,0,0,"first","",1,2013,9,NA,1,0,0,0,0,"Biological sciences",8,0,0,1,0,0,0,0,0,1.08046865,18,NA,"Biological sciences",0,NA,0,0
97,2015,"male","Engineering and Technology",2015,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"ind","N","N",6,1,0,5,0,0,0,"first","",1,2015,NA,NA,1,0,0,0,0,"Other engineering and technologies",2,0,0,1,0,0,0,0,0,0.55443203,9,1,"Other engineering and technologies",0,NA,0,0
98,2015,"male","Medical and Health Sciences",2017,"Q1",1,1,1,1,1,4,4,4,4,1,0,"","",1,0,3,"isr","N","N",3,1,0,2,0,0,0,"first","2017-05-30",1,2017,5,11,2,1,4,0,1,"Biological sciences",10,0,0,1,1,0,1,0,1,3.1569035,22,NA,"Biological sciences",0,0,0,0
99,2016,"male","Medical and Health Sciences",2016,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,1,"chn","N","N",3,2,0,1,0,0,0,"first","",1,2016,10,1,1,0,0,0,0,"Biological sciences",4,0,0,1,0,0,0,0,0,0.22035163,19,NA,"Biological sciences",0,NA,0,0
100,2013,"male","Medical and Health Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"usa","N","N",11,1,5,5,0,0,0,"first","",1,2014,8,15,2,1,0,0,0,"Clinical medicine",8,0,0,1,0,0,0,0,0,2.0418696,19,1,"Clinical medicine",0,NA,0,0
101,2015,"male","Natural Sciences",2015,"Q1",1,2,1,2,1,1,1,1,1,1,0,"","",1,1,1,"chn","N","Y",1,1,0,0,0,0,0,"first","2016-06-01",1,2015,10,15,1,0,1,0,1,"Chemical sciences",7,0,0,1,1,0,1,0,1,1.3740603,20,NA,"Chemical sciences",0,0,0,0
102,2012,"male","Natural Sciences",2013,"Q1",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","Y",3,1,2,0,0,0,0,"first","",1,2013,2,15,2,1,0,0,0,"Materials engineering",9,0,0,1,0,0,0,0,0,1.4166738,11,NA,"Materials engineering",0,NA,0,0
103,2014,"female","Medical and Health Sciences",2016,"Q2",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,0,3,"jpn","N","Y",2,1,0,1,0,0,0,"first","",1,2016,NA,NA,2,1,0,0,0,"Basic medical research",5,0,0,1,0,0,0,0,0,0.6825885,21,1,"Basic medical research",0,NA,0,0
104,2016,"male","Medical and Health Sciences",2017,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,2,"usa","N","N",8,2,4,2,0,0,0,"first","2017-05-26",1,2017,2,15,1,0,2,0,1,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.8216026,21,1,"Clinical medicine",0,0,0,0
105,2012,"male","Natural Sciences",2013,"Q1",2,2,2,2,1,1,1,1,1,1,0,"","",1,0,2,"can","Y","Y",4,2,2,0,0,0,0,"first","2013-10-20",1,2013,6,20,3,2,1,0,1,"Biological sciences",9,0,0,1,0,0,0,0,0,2.0093088,16,NA,"Biological sciences",0,0,0,0
106,2014,"female","Natural Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"can","N","N",1,1,0,0,0,0,0,"first","",1,2014,12,1,1,0,0,0,0,"Earth and related environmental sciences",2,0,0,1,0,0,0,0,0,0.9858681,19,NA,"Earth and related environmental sciences",0,NA,0,0
107,2015,"male","Medical and Health Sciences",2015,"Q3",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"jpn","N","N",13,1,3,9,0,0,0,"first","2016-05-28",1,2015,8,1,1,0,1,0,1,"Clinical medicine",4,0,0,1,0,0,0,0,0,0.7178895,20,NA,"Clinical medicine",0,0,0,0
108,2013,"male","Medical and Health Sciences",2014,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"pak","N","N",3,1,2,0,0,0,0,"first","",1,2014,NA,NA,3,2,0,0,0,"Basic medical research",7,0,0,1,0,0,0,0,0,0.26320118,7,NA,"Basic medical research",0,NA,0,0
109,2015,"male","Natural Sciences",2016,"Q2",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","Y",2,1,1,0,0,0,0,"first","",1,2016,5,10,2,1,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",2,0,0,1,0,0,0,0,0,0.6953732,12,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
110,2013,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,2,"usa","N","N",3,1,2,0,0,0,0,"first","2014-07-21",1,2014,NA,NA,3,2,2,0,1,"Biological sciences",4,0,0,1,1,0,1,0,1,1.5992649,9,1,"Biological sciences",0,0,0,0
111,2015,"male","Medical and Health Sciences",2015,"Others",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"bra","N","N",4,1,0,3,0,0,0,"first","",1,2015,NA,NA,1,0,0,0,0,"Health sciences",5,0,0,1,0,0,0,0,0,0.24537505,16,NA,"Health sciences",0,NA,0,0
112,2012,"female","Humanities",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",1,1,0,0,0,0,0,"first","",1,2012,10,NA,1,0,0,0,0,"Clinical medicine",7,0,0,1,0,0,0,0,0,1.2168968,17,NA,"Clinical medicine",0,NA,0,0
113,2013,"female","Natural Sciences",2015,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,3,"usa","N","N",6,1,1,4,0,0,0,"first","",1,2015,3,24,4,3,0,0,0,"Chemical sciences",2,0,0,1,0,0,0,0,0,2.3930504,14,NA,"Chemical sciences",0,NA,0,0
114,2012,"female","Natural Sciences",2012,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"pol","N","N",2,1,0,1,0,0,0,"first","",1,2012,6,NA,1,0,0,0,0,"Agricultural Sciences",1,0,0,0,0,0,0,0,0,0,1,NA,"Agricultural Sciences",0,NA,0,0
115,2013,"female","Medical and Health Sciences",2013,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"kor","N","N",5,1,0,4,0,0,0,"first","",1,2013,9,1,1,0,0,0,0,"Clinical medicine",6,0,0,1,0,0,0,0,0,0.7157798,18,NA,"Clinical medicine",0,NA,0,0
116,2015,"male","Medical and Health Sciences",2016,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"kor","N","N",2,1,1,0,0,0,0,"first","",1,2016,11,1,2,1,0,0,0,"Clinical medicine",2,0,0,1,0,0,0,0,0,1.03899045,17,1,"Clinical medicine",0,NA,0,0
117,2014,"male","Medical and Health Sciences",2016,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,3,"usa","N","N",3,1,0,2,0,0,0,"first","",1,2016,5,1,2,1,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.65942503,21,1,"Clinical medicine",0,NA,0,0
118,2012,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"ita","N","N",4,1,2,1,0,0,0,"first","",1,2014,2,NA,4,3,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",4,0,0,1,0,0,0,0,0,2.37669015,19,NA,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
119,2016,"male","Natural Sciences",2016,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"chn","N","N",5,5,0,0,0,0,0,"first","",1,2016,1,1,1,0,0,0,0,"Chemical sciences",8,0,0,1,0,0,0,0,0,1.5543491,10,NA,"Chemical sciences",0,NA,0,0
120,2014,"male","Engineering and Technology",2014,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",2,1,0,1,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Other engineering and technologies",3,0,0,1,0,0,0,0,0,0.10752781,9,NA,"Other engineering and technologies",0,NA,0,0
121,2013,"female","Natural Sciences",2015,"Q1",1,1,1,1,1,5,4,6,6,1,0,"","",1,0,3,"usa","N","N",5,2,0,3,0,0,0,"first","2015-12-18",1,2015,12,29,3,2,5,0,1,"Biological sciences",11,0,0,1,0,2,0,1,1,2.7134173,20,NA,"Biological sciences",0,0,0,0
122,2013,"male","Medical and Health Sciences",2013,"Q1",1,1,1,1,1,1,1,2,2,1,0,"","",1,0,1,"usa","N","N",5,2,2,1,0,0,0,"first","2013-11-05",1,2013,12,NA,1,0,1,0,1,"Basic medical research",5,0,0,1,0,0,0,0,0,1.0490913,18,1,"Clinical medicine",0,0,0,0
123,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bel","N","N",4,2,0,2,0,0,0,"first","",1,2012,8,1,1,0,0,0,0,"Materials engineering",4,0,0,1,0,0,0,0,0,1.137947,17,NA,"Materials engineering",0,NA,0,0
124,2014,"male","Natural Sciences",2014,"Q3",1,1,2,2,1,NA,NA,0,0,0,0,"","",0,1,1,"jpn","Y","Y",3,1,1,1,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Health sciences",9,0,0,1,0,0,0,0,0,0.74432635,19,NA,"Health sciences",0,NA,1,0
125,2014,"male","Natural Sciences",2014,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"irn","N","N",2,2,0,0,0,0,0,"first","",1,2014,1,1,1,0,0,0,0,"Mathematics",2,0,0,1,0,0,0,0,0,1.2154283,6,1,"Mathematics",0,NA,0,0
126,2015,"male","Medical and Health Sciences",2015,"Q3",1,1,1,1,1,12,10,12,12,1,0,"","",1,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","2015-06-01",1,2015,6,1,1,0,12,0,1,"Clinical medicine",2,0,0,1,3,0,1,0,1,0,1,NA,"Clinical medicine",0,0,1,0
127,2014,"male","Natural Sciences",2015,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"irn","N","N",5,2,2,1,0,0,0,"first","",1,2015,3,29,3,2,0,0,0,"Mathematics",3,0,0,1,0,0,0,0,0,0.67651427,11,NA,"Mathematics",0,NA,0,0
128,2012,"female","Medical and Health Sciences",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"ind","N","N",4,1,2,1,0,0,0,"first","",1,2013,5,NA,2,1,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.9722441,16,1,"Clinical medicine",0,NA,0,0
129,2012,"male","Natural Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"deu","N","N",2,1,0,1,0,0,0,"first","",1,2012,10,2,1,0,0,0,0,"Physical sciences and astronomy",5,0,0,1,0,0,0,0,0,0.5710526,17,NA,"Physical sciences and astronomy",0,NA,0,0
130,2015,"male","Medical and Health Sciences",2015,"Others",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"ind","N","N",2,2,0,0,0,0,0,"first","",1,2015,5,1,1,0,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.5114849,15,NA,"Clinical medicine",0,NA,0,0
131,2013,"male","Natural Sciences",2013,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"arg","N","N",3,1,2,0,0,0,0,"first","2013-02-18",1,2013,2,13,1,0,1,0,1,"Biological sciences",2,0,0,1,0,0,0,0,0,0.44099778,18,NA,"Biological sciences",0,0,0,0
132,2016,"male","Medical and Health Sciences",2018,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,3,"ind","N","N",3,1,0,2,0,0,0,"first","",1,2018,12,1,3,2,0,0,0,"Clinical medicine",5,0,0,1,0,0,0,0,0,0.71262043,11,NA,"Clinical medicine",0,NA,0,0
133,2016,"male","Natural Sciences",2016,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",2,1,1,0,0,0,0,"first","",1,2016,11,1,1,0,0,0,0,"Mathematics",1,0,0,0,0,0,0,0,0,0,1,1,"Mathematics",0,NA,1,0
134,2013,"male","Social Sciences",2013,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"fra","N","N",1,1,0,0,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Psychology",1,0,0,0,0,0,0,0,0,0,1,1,"Psychology",0,NA,0,0
135,2015,"female","Natural Sciences",2015,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"egy","N","N",5,1,3,1,0,0,0,"first","",1,2015,NA,NA,1,0,0,0,0,"Biological sciences",4,0,0,1,0,0,0,0,0,0.32033608,9,NA,"Biological sciences",0,NA,0,0
136,2013,"male","Medical and Health Sciences",2013,"Q1",1,2,1,2,1,6,1,6,6,1,1,"2017-04-28","@mellojonny 'Data' is there to support a summary that explains each action with a diagnosis and each diagnosis with evidence: https://t.co/wOstB6PfMC",0,1,1,"gbr","N","Y",2,1,1,0,1,1,0,"first","2017-04-28",1,2013,10,NA,1,0,6,1,0,"Clinical medicine",1,0,0,0,0,0,0,0,0,0,1,NA,"Clinical medicine",1,0,0,0
137,2016,"male","Natural Sciences",2017,"Others",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,2,"chn","N","N",3,1,1,1,0,0,0,"first","",1,2017,12,16,2,1,0,0,0,"Earth and related environmental sciences",5,0,0,1,0,0,0,0,0,0.7198386,16,1,"Agricultural Sciences",0,NA,0,0
138,2013,"male","Natural Sciences",2013,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",2,1,1,0,0,0,0,"first","",1,2013,11,27,1,0,0,0,0,"Chemical sciences",6,0,0,1,0,0,0,0,0,0.39556545,16,NA,"Chemical sciences",0,NA,0,0
139,2015,"female","Medical and Health Sciences",2015,"Q2",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"usa","N","N",2,2,0,0,0,0,0,"first","2015-01-21",1,2015,3,1,1,0,1,0,1,"Clinical medicine",7,0,0,1,0,0,0,0,0,1.66401445,20,NA,"Clinical medicine",0,0,1,0
140,2013,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"usa","N","N",6,1,4,1,0,0,0,"first","",1,2014,1,16,2,1,0,0,0,"Earth and related environmental sciences",2,0,0,1,0,0,0,0,0,0,2,NA,"Earth and related environmental sciences",0,NA,0,0
141,2015,"female","Medical and Health Sciences",2017,"Q2",1,1,1,1,1,2,2,2,2,1,0,"","",1,0,3,"usa","N","N",4,1,0,3,0,0,0,"first","2017-07-12",1,2017,NA,NA,4,3,2,0,1,"Clinical medicine",7,0,0,1,1,0,1,0,1,1.1079991,22,NA,"Clinical medicine",0,0,0,0
142,2016,"male","Engineering and Technology",2016,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"chn","N","N",6,2,4,0,0,0,0,"first","",1,2016,11,1,2,1,0,0,0,"Mechanical engineering",4,0,0,1,0,0,0,0,0,0.42696053,19,NA,"Mechanical engineering",0,NA,0,0
143,2016,"female","Medical and Health Sciences",2016,"Q2",1,2,1,2,1,2,1,2,2,1,0,"","",1,1,1,"nld","N","Y",3,1,1,1,0,0,0,"first","2016-06-01",1,2016,7,1,1,0,2,0,1,"Clinical medicine",2,0,0,1,2,0,1,0,1,2.7385125,14,NA,"Clinical medicine",0,0,0,0
144,2014,"male","Medical and Health Sciences",2014,"Q2",1,1,1,1,1,9,9,9,9,1,0,"","",1,1,1,"can","N","N",1,1,0,0,0,0,0,"first","2015-04-28",1,2014,NA,NA,1,0,9,0,1,"Basic medical research",3,0,0,1,0,0,0,0,0,1.3855565,19,1,"Basic medical research",0,0,0,0
145,2013,"male","Medical and Health Sciences",2013,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",4,1,3,0,0,0,0,"first","",1,2013,12,NA,1,0,0,0,0,"Health sciences",2,0,0,1,0,0,0,0,0,0.94424766,17,NA,"Health sciences",0,NA,0,0
146,2015,"male","Engineering and Technology",2015,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"ind","N","N",1,1,0,0,0,0,0,"first","",1,2015,12,1,1,0,0,0,0,"Electrical engineering, electronic engineering,  information engineering ",2,0,0,1,0,0,0,0,0,0,1,1,"Electrical engineering, electronic engineering,  information engineering ",0,NA,0,0
147,2013,"female","Natural Sciences",2015,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,3,"nld","N","N",3,1,1,1,0,0,0,"first","",1,2015,1,1,3,2,0,0,0,"Health sciences",4,0,0,1,0,0,0,0,0,1.60927303,20,NA,"Health sciences",0,NA,0,0
148,2015,"male","Medical and Health Sciences",2016,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"chn","N","N",4,1,3,0,0,0,0,"first","",1,2016,NA,NA,4,3,0,0,0,"Health sciences",5,0,0,1,0,0,0,0,0,1.2500226,18,NA,"Health sciences",0,NA,0,0
149,2016,"male","Medical and Health Sciences",2016,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"kor","N","N",3,1,2,0,0,0,0,"first","",1,2016,7,1,1,0,0,0,0,"Clinical medicine",3,0,0,1,0,0,0,0,0,0.40296715,12,1,"Clinical medicine",0,NA,0,0
150,2014,"female","Natural Sciences",2014,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"ind","N","N",5,1,0,4,0,0,0,"first","2014-10-13",1,2014,10,22,1,0,1,0,1,"Chemical sciences",6,0,0,1,0,0,0,0,0,1.4751573,19,NA,"Chemical sciences",0,0,0,0
151,2012,"male","Medical and Health Sciences",2012,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"jpn","N","N",3,3,0,0,0,0,0,"first","",1,2012,11,NA,1,0,0,0,0,"Clinical medicine",6,0,0,1,0,0,0,0,0,0.32597828,1,1,"Clinical medicine",0,NA,0,0
152,2016,"male","Natural Sciences",2016,"Q1",2,2,2,2,1,1,1,1,1,1,0,"","",1,1,1,"can","Y","Y",2,1,1,0,0,0,0,"first","2016-02-04",1,2016,4,4,1,0,1,0,1,"Chemical sciences",5,0,0,1,1,0,1,0,1,3.754342,15,NA,"Chemical sciences",0,0,1,0
153,2015,"female","Natural Sciences",2015,"Q2",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"mys","N","N",1,1,0,0,0,0,0,"first","",1,2015,3,1,1,0,0,0,0,"Biological sciences",4,0,0,1,0,0,0,0,0,0.9429336,13,NA,"Biological sciences",0,NA,0,0
154,2012,"male","Social Sciences",2012,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"usa","N","N",2,1,1,0,0,0,0,"first","",1,2012,4,NA,1,0,0,0,0,"Economics",5,0,0,1,0,0,0,0,0,1.775144,11,NA,"Economics",0,NA,1,0
155,2012,"male","Humanities",2012,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,1,"usa","N","N",3,2,1,0,0,0,0,"first","",1,2012,12,NA,1,0,0,0,0,"Humanities",1,0,0,0,0,0,0,0,0,0,1,NA,"Humanities",0,NA,0,0
156,2015,"female","Natural Sciences",2015,"Q1",1,2,1,2,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","Y",1,1,0,0,0,0,0,"first","",1,2015,8,5,1,0,0,0,0,"Chemical sciences",4,0,0,1,0,0,0,0,0,0.8741317,20,NA,"Chemical sciences",0,NA,0,0
157,2015,"female","Agricultural Sciences",2016,"Q2",1,1,1,1,1,1,1,1,1,1,0,"","",1,0,2,"pol","N","N",3,2,1,0,0,0,0,"first","2021-12-10",1,2016,1,1,3,2,1,0,1,"Agricultural Sciences",3,0,0,1,0,0,0,0,0,0.599903525,2,NA,"Agricultural Sciences",0,0,0,0
158,2012,"male","Natural Sciences",2012,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","",1,2012,2,NA,1,0,0,0,0,"Earth and related environmental sciences",2,0,0,1,0,0,0,0,0,0.725537625,17,1,"Earth and related environmental sciences",0,NA,0,0
159,2016,"male","Medical and Health Sciences",2016,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,1,"chn","N","N",5,4,0,1,0,0,0,"first","",1,2016,11,1,2,1,0,0,0,"Basic medical research",11,0,0,1,0,0,0,0,0,1.8563536,14,NA,"Basic medical research",0,NA,0,0
160,2013,"male","Medical and Health Sciences",2013,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2013,5,NA,1,0,0,0,0,"Clinical medicine",7,0,0,1,0,0,0,0,0,0.5292059,16,1,"Clinical medicine",0,NA,0,0
161,2013,"female","Natural Sciences",2013,"Q1",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"bra","N","N",2,1,1,0,0,0,0,"first","",1,2013,NA,NA,1,0,0,0,0,"Physical sciences and astronomy",3,0,0,1,0,0,0,0,0,0.64576705,18,NA,"Physical sciences and astronomy",0,NA,0,0
162,2014,"female","Natural Sciences",2015,"Q1",1,1,1,1,1,0,0,0,0,0,0,"","",0,0,2,"ita","N","N",6,2,2,2,0,0,0,"first","",1,2015,NA,NA,4,3,0,0,0,"Chemical sciences",5,0,0,1,0,0,0,0,0,1.6224824,20,NA,"Chemical sciences",0,NA,0,0
163,2016,"male","Natural Sciences",2016,"Q3",1,1,1,2,1,0,0,0,0,0,0,"","",0,1,1,"egy","N","Y",1,1,0,0,0,0,0,"first","",1,2016,6,1,1,0,0,0,0,"Computer and information sciences",5,0,0,1,0,0,0,0,0,0.52666223,13,1,"Computer and information sciences",0,NA,0,0
164,2014,"male","Natural Sciences",2014,"Q1",1,1,1,1,1,1,1,1,1,1,0,"","",1,1,1,"usa","N","N",1,1,0,0,0,0,0,"first","2014-05-16",1,2014,3,1,1,0,1,0,1,"Earth and related environmental sciences",8,0,0,1,0,0,0,0,0,2.8974062,19,NA,"Earth and related environmental sciences",0,0,0,0
165,2014,"female","Medical and Health Sciences",2014,"Others",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2014,NA,NA,1,0,0,0,0,"Health sciences",2,0,0,1,0,0,0,0,0,0.62562097,11,1,"Health sciences",0,NA,0,0
166,2014,"male","Natural Sciences",2014,"Q2",1,1,1,1,1,0,0,0,0,0,0,"","",0,1,1,"gbr","N","N",2,1,0,1,0,0,0,"first","",1,2014,1,1,1,0,0,0,0,"Other natural sciences",4,0,0,1,0,0,0,0,0,1.40865825,19,NA,"Other natural sciences",0,NA,0,0
167,2013,"male","Natural Sciences",2013,"Q3",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,1,1,"chn","N","N",1,1,0,0,0,0,0,"first","",1,2013,12,NA,1,0,0,0,0,"Chemical engineering",2,0,0,1,0,0,0,0,0,0.27823415,10,NA,"Chemical engineering",0,NA,0,0
168,2012,"female","Medical and Health Sciences",2012,"Q4",1,1,1,1,1,NA,NA,0,0,0,0,"","",0,0,1,"jpn","N","N",4,2,1,1,0,0,0,"first","",1,2012,NA,NA,2,1,0,0,0,"Clinical medicine",4,0,0,1,0,0,0,0,0,0.26406926,17,NA,"Clinical medicine",0,NA,0,0
